ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2004-03-10 18:00:00,51.7889142,28.363480378295566,59.36536874203255,51.7889142,51.7889142,-7.209760589277801,-7.209760589277801,-7.209760589277801,-7.974238213984457,-7.974238213984457,-7.974238213984457,0.7644776247066574,0.7644776247066574,0.7644776247066574,0.0,0.0,0.0,44.5791536107222
2004-03-10 19:00:00,51.787413097552374,31.496029932168256,64.3921587991388,51.787413097552374,51.787413097552374,-3.776366337881695,-3.776366337881695,-3.776366337881695,-4.517014709516201,-4.517014709516201,-4.517014709516201,0.7406483716345059,0.7406483716345059,0.7406483716345059,0.0,0.0,0.0,48.01104675967068
2004-03-10 20:00:00,51.78591199510474,36.4406881325661,66.82282658310584,51.78591199510474,51.78591199510474,-0.6031917255444417,-0.6031917255444417,-0.6031917255444417,-1.3204787952690076,-1.3204787952690076,-1.3204787952690076,0.7172870697245649,0.7172870697245649,0.7172870697245649,0.0,0.0,0.0,51.1827202695603
2004-03-10 21:00:00,51.78441089265712,38.76300066775757,69.35623163508978,51.78441089265712,51.78441089265712,1.7505328345068902,1.7505328345068902,1.7505328345068902,1.0555381997159032,1.0555381997159032,1.0555381997159032,0.6949946347909864,0.6949946347909864,0.6949946347909864,0.0,0.0,0.0,53.53494372716401
2004-03-10 22:00:00,51.782909790209494,40.43880136805758,69.64126435200286,51.782909790209494,51.782909790209494,3.404586703346673,3.404586703346673,3.404586703346673,2.7302523620355967,2.7302523620355967,2.7302523620355967,0.6743343413110756,0.6743343413110756,0.6743343413110756,0.0,0.0,0.0,55.18749649355617
2004-03-10 23:00:00,51.78140868776186,40.092897134904725,71.26066152002687,51.78140868776186,51.78140868776186,4.848669645261234,4.848669645261234,4.848669645261234,4.192845050210951,4.192845050210951,4.192845050210951,0.6558245950502818,0.6558245950502818,0.6558245950502818,0.0,0.0,0.0,56.63007833302309
2004-03-11 00:00:00,51.779907585314234,42.983957916661325,73.78581164826072,51.779907585314234,51.779907585314234,6.381215484999587,6.381215484999587,6.381215484999587,5.741283125999486,5.741283125999486,5.741283125999486,0.6399323590001028,0.6399323590001028,0.6399323590001028,0.0,0.0,0.0,58.16112307031382
2004-03-11 01:00:00,51.778406482866615,42.33831589944663,75.46713153225782,51.778406482866615,51.778406482866615,7.8792166657183484,7.8792166657183484,7.8792166657183484,7.252149352070815,7.252149352070815,7.252149352070815,0.6270673136475341,0.6270673136475341,0.6270673136475341,0.0,0.0,0.0,59.65762314858496
2004-03-11 02:00:00,51.77690538041898,45.79964193442403,76.12223670798407,51.77690538041898,51.77690538041898,9.082120870063859,9.082120870063859,9.082120870063859,8.464544047082745,8.464544047082745,8.464544047082745,0.6175768229811138,0.6175768229811138,0.6175768229811138,0.0,0.0,0.0,60.85902625048284
2004-03-11 03:00:00,51.775404277971354,45.741549164453744,76.99021945454471,51.775404277971354,51.775404277971354,9.999763572868451,9.999763572868451,9.999763572868451,9.388021805814459,9.388021805814459,9.388021805814459,0.6117417670539926,0.6117417670539926,0.6117417670539926,0.0,0.0,0.0,61.77516785083981
2004-03-11 04:00:00,51.77390317552373,47.35199948471051,78.32475617230394,51.77390317552373,51.77390317552373,10.919313208945983,10.919313208945983,10.919313208945983,10.3095399182875,10.3095399182875,10.3095399182875,0.609773290658481,0.609773290658481,0.609773290658481,0.0,0.0,0.0,62.69321638446971
2004-03-11 05:00:00,51.77240207307611,48.393923215276075,79.07974357292083,51.77240207307611,51.77240207307611,11.939177893389088,11.939177893389088,11.939177893389088,11.32736738761402,11.32736738761402,11.32736738761402,0.6118105057750668,0.6118105057750668,0.6118105057750668,0.0,0.0,0.0,63.711579966465195
2004-03-11 06:00:00,51.770900970628475,47.3630013540975,79.23870447878605,51.770900970628475,51.770900970628475,12.52624187710802,12.52624187710802,12.52624187710802,11.908322703992662,11.908322703992662,11.908322703992662,0.6179191731153593,0.6179191731153593,0.6179191731153593,0.0,0.0,0.0,64.2971428477365
2004-03-11 07:00:00,51.76939986818085,48.905026604335404,79.24055794613052,51.76939986818085,51.76939986818085,11.662530507343043,11.662530507343043,11.662530507343043,11.034439131920829,11.034439131920829,11.034439131920829,0.6280913754222132,0.6280913754222132,0.6280913754222132,0.0,0.0,0.0,63.43193037552389
2004-03-11 08:00:00,51.76789876573322,44.80415832952286,75.77314266584405,51.76789876573322,51.76789876573322,8.600538880250577,8.600538880250577,8.600538880250577,7.958292697823463,7.958292697823463,7.958292697823463,0.6422461824271147,0.6422461824271147,0.6422461824271147,0.0,0.0,0.0,60.368437645983796
2004-03-11 09:00:00,51.76639766328559,39.55065931697248,71.13920729477461,51.76639766328559,51.76639766328559,3.6053912850169856,3.6053912850169856,3.6053912850169856,2.9451599904019528,2.9451599904019528,2.9451599904019528,0.6602312946150323,0.6602312946150323,0.6602312946150323,0.0,0.0,0.0,55.37178894830257
2004-03-11 10:00:00,51.76489656083797,33.61365930220315,65.00555221875679,51.76489656083797,51.76489656083797,-2.019124569467132,-2.019124569467132,-2.019124569467132,-2.700950209847213,-2.700950209847213,-2.700950209847213,0.6818256403800809,0.6818256403800809,0.6818256403800809,0.0,0.0,0.0,49.74577199137084
2004-03-11 11:00:00,51.76339545839034,29.16957893073126,61.43525719485153,51.76339545839034,51.76339545839034,-6.719435693622877,-6.719435693622877,-6.719435693622877,-7.426178582560235,-7.426178582560235,-7.426178582560235,0.7067428889373575,0.7067428889373575,0.7067428889373575,0.0,0.0,0.0,45.043959764767465
2004-03-11 12:00:00,51.76189435594271,26.493113228179315,57.9060343308937,51.76189435594271,51.76189435594271,-9.657339086305589,-9.657339086305589,-9.657339086305589,-10.391974915955057,-10.391974915955057,-10.391974915955057,0.7346358296494684,0.7346358296494684,0.7346358296494684,0.0,0.0,0.0,42.10455526963712
2004-03-11 13:00:00,51.76039325349508,24.56025187636182,56.68665751435701,51.76039325349508,51.76039325349508,-11.046652256567782,-11.046652256567782,-11.046652256567782,-11.811753813958694,-11.811753813958694,-11.811753813958694,0.7651015573909147,0.7651015573909147,0.7651015573909147,0.0,0.0,0.0,40.7137409969273
2004-03-11 14:00:00,51.75889215104746,24.927616925204248,55.63048222877015,51.75889215104746,51.75889215104746,-11.630243295816486,-11.630243295816486,-11.630243295816486,-12.427930689064114,-12.427930689064114,-12.427930689064114,0.7976873932476246,0.7976873932476246,0.7976873932476246,0.0,0.0,0.0,40.12864885523098
2004-03-11 15:00:00,51.75739104859983,25.44003765660821,54.41350333423821,51.75739104859983,51.75739104859983,-11.840215235275268,-11.840215235275268,-11.840215235275268,-12.672112695824188,-12.672112695824188,-12.672112695824188,0.8318974605489186,0.8318974605489186,0.8318974605489186,0.0,0.0,0.0,39.91717581332456
2004-03-11 16:00:00,51.7558899461522,24.930397990163183,55.79329085339862,51.7558899461522,51.7558899461522,-11.42946220295299,-11.42946220295299,-11.42946220295299,-12.296662030861926,-12.296662030861926,-12.296662030861926,0.8671998279089352,0.8671998279089352,0.8671998279089352,0.0,0.0,0.0,40.32642774319921
2004-03-11 17:00:00,51.754388843704575,26.700771610911026,57.52437406885234,51.754388843704575,51.754388843704575,-9.865426991971068,-9.865426991971068,-9.865426991971068,-10.76846111575512,-10.76846111575512,-10.76846111575512,0.9030341237840517,0.9030341237840517,0.9030341237840517,0.0,0.0,0.0,41.888961851733505
2004-03-11 18:00:00,51.75288774125694,29.131434214114527,59.189663957004676,51.75288774125694,51.75288774125694,-7.035418693034806,-7.035418693034806,-7.035418693034806,-7.974238214112756,-7.974238214112756,-7.974238214112756,0.9388195210779482,0.9388195210779482,0.9388195210779482,0.0,0.0,0.0,44.717469048222135
2004-03-11 19:00:00,51.75138663880932,32.322791374486066,63.65020832803474,51.75138663880932,51.75138663880932,-3.5430517236400796,-3.5430517236400796,-3.5430517236400796,-4.517014709461975,-4.517014709461975,-4.517014709461975,0.9739629858218968,0.9739629858218968,0.9739629858218968,0.0,0.0,0.0,48.208334915169246
2004-03-11 20:00:00,51.749885536361695,36.17862051766507,66.56918280334027,51.749885536361695,51.749885536361695,-0.31261111489076043,-0.31261111489076043,-0.31261111489076043,-1.3204787953795496,-1.3204787953795496,-1.3204787953795496,1.0078676804887894,1.0078676804887894,1.0078676804887894,0.0,0.0,0.0,51.43727442147093
2004-03-11 21:00:00,51.74838443391406,39.39465086487311,69.64648190428093,51.74838443391406,51.74838443391406,2.095479610640407,2.095479610640407,2.095479610640407,1.0555381997356201,1.0555381997356201,1.0555381997356201,1.0399414109047873,1.0399414109047873,1.0399414109047873,0.0,0.0,0.0,53.84386404455447
2004-03-11 22:00:00,51.746883331466435,39.017808626357045,71.40063171496321,51.746883331466435,51.746883331466435,3.7998573671482165,3.7998573671482165,3.7998573671482165,2.730252362066806,2.730252362066806,2.730252362066806,1.0696050050814105,1.0696050050814105,1.0696050050814105,0.0,0.0,0.0,55.54674069861465
2004-03-11 23:00:00,51.745382229018816,42.855469989682575,72.76128556663518,51.745382229018816,51.745382229018816,5.289145563645051,5.289145563645051,5.289145563645051,4.192845050232693,4.192845050232693,4.192845050232693,1.0963005134123587,1.0963005134123587,1.0963005134123587,0.0,0.0,0.0,57.034527792663866
2004-03-12 00:00:00,51.74388112657119,43.205105628354275,74.1246055811382,51.74388112657119,51.74388112657119,6.860782248068193,6.860782248068193,6.860782248068193,5.741283126014665,5.741283126014665,5.741283126014665,1.119499122053529,1.119499122053529,1.119499122053529,0.0,0.0,0.0,58.60466337463938
2004-03-12 01:00:00,51.742380024123555,44.520787577999386,74.63417571143249,51.742380024123555,51.742380024123555,8.390858027302409,8.390858027302409,8.390858027302409,7.252149352106069,7.252149352106069,7.252149352106069,1.1387086751963384,1.1387086751963384,1.1387086751963384,0.0,0.0,0.0,60.13323805142596
2004-03-12 02:00:00,51.74087892167593,44.65055526128374,77.05080512438377,51.74087892167593,51.74087892167593,9.618024754104459,9.618024754104459,9.618024754104459,8.464544047106523,8.464544047106523,8.464544047106523,1.1534807069979378,1.1534807069979378,1.1534807069979378,0.0,0.0,0.0,61.35890367578039
2004-03-12 03:00:00,51.73937781922831,48.708691333010634,78.2301132886654,51.73937781922831,51.73937781922831,10.55143869626683,10.55143869626683,10.55143869626683,9.388021805825977,9.388021805825977,9.388021805825977,1.163416890440854,1.163416890440854,1.163416890440854,0.0,0.0,0.0,62.29081651549514
2004-03-12 04:00:00,51.737876716780676,47.44614870867844,79.41572185785351,51.737876716780676,51.737876716780676,11.477714736309416,11.477714736309416,11.477714736309416,10.309539918314613,10.309539918314613,10.309539918314613,1.1681748179948044,1.1681748179948044,1.1681748179948044,0.0,0.0,0.0,63.21559145309009
2004-03-12 05:00:00,51.73637561433305,48.713522453836084,79.51882567106584,51.73637561433305,51.73637561433305,12.494840425253999,12.494840425253999,12.494840425253999,11.32736738764195,11.32736738764195,11.32736738764195,1.167473037612048,1.167473037612048,1.167473037612048,0.0,0.0,0.0,64.23121603958705
2004-03-12 06:00:00,51.73487451188543,50.32703081895496,81.03934893051854,51.73487451188543,51.73487451188543,13.069417981388211,13.069417981388211,13.069417981388211,11.908322703999985,11.908322703999985,11.908322703999985,1.1610952773882255,1.1610952773882255,1.1610952773882255,0.0,0.0,0.0,64.80429249327364
2004-03-12 07:00:00,51.73337340943779,48.67379286703756,79.22724804702402,51.73337340943779,51.73337340943779,12.183332934529819,12.183332934529819,12.183332934529819,11.034439131892103,11.034439131892103,11.034439131892103,1.1488938026377153,1.1488938026377153,1.1488938026377153,0.0,0.0,0.0,63.916706343967604
2004-03-12 08:00:00,51.73187230699017,45.59499478588626,76.79181305871754,51.73187230699017,51.73187230699017,9.089084558277607,9.089084558277607,9.089084558277607,7.9582926977653825,7.9582926977653825,7.9582926977653825,1.1307918605122234,1.1307918605122234,1.1307918605122234,0.0,0.0,0.0,60.820956865267775
2004-03-12 09:00:00,51.73037120454254,39.07616162421578,70.96451647349,51.73037120454254,51.73037120454254,4.051945169415587,4.051945169415587,4.051945169415587,2.945159990322343,2.945159990322343,2.945159990322343,1.106785179093245,1.106785179093245,1.106785179093245,0.0,0.0,0.0,55.78231637395813
2004-03-12 10:00:00,51.72887010209491,34.16301935812323,65.17587083585872,51.72887010209491,51.72887010209491,-1.6240077097808563,-1.6240077097808563,-1.6240077097808563,-2.7009502099428673,-2.7009502099428673,-2.7009502099428673,1.0769425001620103,1.0769425001620103,1.0769425001620103,0.0,0.0,0.0,50.104862392314054
2004-03-12 11:00:00,51.72736899964728,30.568899579467413,60.52719154570715,51.72736899964728,51.72736899964728,-6.384773445195089,-6.384773445195089,-6.384773445195089,-7.426178582621385,-7.426178582621385,-7.426178582621385,1.0414051374262956,1.0414051374262956,1.0414051374262956,0.0,0.0,0.0,45.342595554452195
2004-03-12 12:00:00,51.72586789719966,26.71699068431524,57.60185084175252,51.72586789719966,51.72586789719966,-9.39158935134884,-9.39158935134884,-9.39158935134884,-10.391974915978558,-10.391974915978558,-10.391974915978558,1.0003855646297197,1.0003855646297197,1.0003855646297197,0.0,0.0,0.0,42.33427854585082
2004-03-12 13:00:00,51.72436679475203,25.34836892844054,55.17162089319097,51.72436679475203,51.72436679475203,-10.857588763436382,-10.857588763436382,-10.857588763436382,-11.811753813985787,-11.811753813985787,-11.811753813985787,0.954165050549404,0.954165050549404,0.954165050549404,0.0,0.0,0.0,40.86677803131565
2004-03-12 14:00:00,51.7228656923044,25.208659727252666,54.951633750639104,51.7228656923044,51.7228656923044,-11.524840318731563,-11.524840318731563,-11.524840318731563,-12.42793068907775,-12.42793068907775,-12.42793068907775,0.9030903703461873,0.9030903703461873,0.9030903703461873,0.0,0.0,0.0,40.19802537357284
2004-03-12 15:00:00,51.72136458985678,24.870699356340317,54.98994930978419,51.72136458985678,51.72136458985678,-11.82454306111161,-11.82454306111161,-11.82454306111161,-12.672112695821799,-12.672112695821799,-12.672112695821799,0.8475696347101885,0.8475696347101885,0.8475696347101885,0.0,0.0,0.0,39.89682152874517
2004-03-12 16:00:00,51.71986348740914,26.176046619488098,56.345661106396975,51.71986348740914,51.71986348740914,-11.50859474112481,-11.50859474112481,-11.50859474112481,-12.296662030858258,-12.296662030858258,-12.296662030858258,0.7880672897334442,0.7880672897334442,0.7880672897334442,0.0,0.0,0.0,40.21126874628433
2004-03-12 17:00:00,51.71836238496152,26.269057719186684,56.02721095678221,51.71836238496152,51.71836238496152,-10.043362764404499,-10.043362764404499,-10.043362764404499,-10.76846111573132,-10.76846111573132,-10.76846111573132,0.7250983513268203,0.7250983513268203,0.7250983513268203,0.0,0.0,0.0,41.674999620557024
2004-03-12 18:00:00,51.7168612825139,29.480674114503625,59.16311434861994,51.7168612825139,51.7168612825139,-7.315016266064802,-7.315016266064802,-7.315016266064802,-7.974238214065773,-7.974238214065773,-7.974238214065773,0.6592219480009719,0.6592219480009719,0.6592219480009719,0.0,0.0,0.0,44.401845016449094
2004-03-12 19:00:00,51.71536018006628,31.6070692752744,62.41879765640483,51.71536018006628,51.71536018006628,-3.9259804547577364,-3.9259804547577364,-3.9259804547577364,-4.51701470959793,-4.51701470959793,-4.51701470959793,0.5910342548401949,0.5910342548401949,0.5910342548401949,0.0,0.0,0.0,47.78937972530854
2004-03-12 20:00:00,51.713859077618636,35.90652490985412,66.56983706178653,51.713859077618636,51.713859077618636,-0.7993178856749267,-0.7993178856749267,-0.7993178856749267,-1.320478795343929,-1.320478795343929,-1.320478795343929,0.5211609096690025,0.5211609096690025,0.5211609096690025,0.0,0.0,0.0,50.91454119194371
2004-03-12 21:00:00,51.71235797517102,38.48343916068587,69.100797215326,51.71235797517102,51.71235797517102,1.505787208831449,1.505787208831449,1.505787208831449,1.055538199659028,1.055538199659028,1.055538199659028,0.4502490091724217,0.4502490091724217,0.4502490091724217,0.0,0.0,0.0,53.218145184002466
2004-03-12 22:00:00,51.71085687272339,39.58474688451174,69.80951224275545,51.71085687272339,51.71085687272339,3.109211150351278,3.109211150351278,3.109211150351278,2.730252362008595,2.730252362008595,2.730252362008595,0.37895878834268226,0.37895878834268226,0.37895878834268226,0.0,0.0,0.0,54.82006802307467
2004-03-12 23:00:00,51.70935577027576,40.952152006854824,71.93292853822058,51.70935577027576,51.70935577027576,4.500800141252928,4.500800141252928,4.500800141252928,4.192845050174224,4.192845050174224,4.192845050174224,0.3079550910787035,0.3079550910787035,0.3079550910787035,0.0,0.0,0.0,56.21015591152869
